,school_sector,school_code,school_name,school_grade_range,school_enrollment_SY1819,school_star_score_SY1819,school_star_rating_SY1819,school_capacity_SY1819,school_unfilled_seats_SY1819,school_latitude,school_longitude,school_cluster,school_ward,school_grade_band,school_enrollment_SY1718,school_star_score_SY1718,school_star_rating_SY1718,school_capacity_SY1718,school_unfilled_seats_SY1718,attnd_count_truancy_aged_students_SY1819,attnd_absence_1-5_SY1819,attnd_absence_6-10_SY1819,attnd_absence_11-20_SY1819,attnd_absence_20+_SY1819,attnd_count_truancy_aged_students_SY1718,attnd_absence_1-5_SY1718,attnd_absence_6-10_SY1718,attnd_absence_11-20_SY1718,attnd_absence_20+_SY1718,school_budgeted_amount_FY16,school_budgeted_enrollment_FY16,school_budgeted_amount_FY17,school_budgeted_enrollment_FY17,school_capacity_pct_SY1819,school_capacity_pct_SY1718,students_with_absences_SY1819,students_with_absences_SY1718,pct_of_absences_1-5_SY1819,pct_of_student_absences_1-5_SY1819,pct_of_absences_6-10_SY1819,pct_of_student_absences_6-10_SY1819,pct_of_absences_11-20_SY1819,pct_of_student_absences_11-20_SY1819,pct_of_absences_20+_SY1819,pct_of_student_absences_20+_SY1819,pct_of_absences_1-5_SY1718,pct_of_absences_6-10_SY1718,pct_of_absences_11-20_SY1718,pct_of_absences_20+_SY1718,pct_of_student_absences_1-5_SY1718,pct_of_student_absences_6-10_SY1718,pct_of_student_absences_11-20_SY1718,pct_of_student_absences_20+_SY1718,cluster_Count of English Learner Students,cluster_English Learner Students as  share of Neighborhood Cluster,cluster_Count of At Risk Students,cluster_At Risk as share of Neighborhood Cluster,cluster_Count of Special Education Students,cluster_Special Education Students as share of Neighborhood Cluster,cluster_Sum of Enrollment by Sector and Grade Band
72,DCPS,294,Patterson Elementary School,PK3-5th,386.0,16.94,1.0,498.0,112.0,38.82696636,-77.00848471,Cluster 39,Ward 8,Elementary,374.0,17.74,1.0,498.0,124.0,353.0,89.0,113.0,76.0,70.0,322.0,195.0,49.0,5.0,0.0,10000778.553596798,4060.0,5470958.0,3406907.0,0.7751004016064257,0.751004016064257,348.0,249.0,0.2557471264367816,0.2305699481865284,0.3247126436781609,0.2927461139896373,0.2183908045977011,0.1968911917098445,0.2011494252873563,0.1813471502590673,0.7831325301204819,0.1967871485943775,0.0200803212851405,0.0,0.5213903743315508,0.1310160427807486,0.0133689839572192,0.0,66,0.01,5609,0.68,1443,0.17,9122
73,DCPS,295,Payne Elementary School,PK3-5th,346.0,71.93,4.0,348.0,2.0,38.88517068,-76.98498373,Cluster 26,Ward 6,Elementary,315.0,40.08,3.0,348.0,33.0,268.0,109.0,60.0,45.0,38.0,283.0,91.0,90.0,62.0,27.0,8589652.729458086,2890.0,4294371.0,2578206.0,0.9942528735632185,0.9051724137931034,252.0,270.0,0.4325396825396825,0.315028901734104,0.238095238095238,0.1734104046242774,0.1785714285714285,0.130057803468208,0.1507936507936507,0.1098265895953757,0.337037037037037,0.3333333333333333,0.2296296296296296,0.1,0.2888888888888888,0.2857142857142857,0.1968253968253968,0.0857142857142857,73,0.03,672,0.26,269,0.1,3988
74,DCPS,301,Peabody Elementary School (Capitol Hill Cluster),PK3-KG,226.0,,,240.0,14.0,38.89289632,-76.99985799,Cluster 25,Ward 6,Elementary,227.0,,,240.0,13.0,88.0,60.0,5.0,5.0,5.0,88.0,64.0,5.0,5.0,0.0,4900184.072911319,2300.0,2499346.0,2305263.0,0.9416666666666668,0.9458333333333332,75.0,74.0,0.8,0.2654867256637168,0.0666666666666666,0.0221238938053097,0.0666666666666666,0.0221238938053097,0.0666666666666666,0.0221238938053097,0.8648648648648649,0.0675675675675675,0.0675675675675675,0.0,0.2819383259911894,0.0220264317180616,0.0220264317180616,0.0,75,0.02,1009,0.33,387,0.13,4903
75,DCPS,478,"Phelps Architecture, Construction, and Engineering High School",9th-12th,265.0,54.27,3.0,512.0,247.0,38.90199202,-76.97189763,Cluster 23,Ward 5,High,260.0,44.7,3.0,512.0,252.0,264.0,43.0,63.0,79.0,75.0,261.0,35.0,49.0,94.0,80.0,8835779.994462866,3610.0,4196996.0,2765707.0,0.517578125,0.5078125,260.0,258.0,0.1653846153846153,0.1622641509433962,0.2423076923076923,0.2377358490566037,0.3038461538461538,0.2981132075471698,0.2884615384615384,0.2830188679245283,0.1356589147286821,0.189922480620155,0.3643410852713178,0.3100775193798449,0.1346153846153846,0.1884615384615384,0.3615384615384615,0.3076923076923077,275,0.1,1581,0.56,458,0.16,3453
76,DCPS,299,Plummer Elementary School,PK3-5th,331.0,43.81,3.0,448.0,117.0,38.8872402,-76.93993468,Cluster 33,Ward 7,Elementary,375.0,45.35,3.0,448.0,73.0,293.0,92.0,102.0,59.0,27.0,341.0,113.0,169.0,33.0,17.0,10843364.867150526,4670.0,5156682.0,3468759.0,0.7388392857142857,0.8370535714285714,280.0,332.0,0.3285714285714285,0.2779456193353474,0.3642857142857142,0.3081570996978852,0.2107142857142857,0.1782477341389728,0.0964285714285714,0.0815709969788519,0.3403614457831325,0.5090361445783133,0.0993975903614457,0.0512048192771084,0.3013333333333333,0.4506666666666666,0.088,0.0453333333333333,177,0.04,2632,0.57,748,0.16,3242
77,DCPS,300,Powell Elementary School,PK3-5th,535.0,62.23,4.0,480.0,0.0,38.94162369,-77.03139783,Cluster 18,Ward 4,Elementary,548.0,59.92,3.0,480.0,0.0,469.0,294.0,41.0,17.0,5.0,461.0,286.0,72.0,5.0,11.0,13538942.586135002,4960.0,6798461.0,4149363.0,1.1145833333333333,1.1416666666666666,357.0,374.0,0.8235294117647058,0.5495327102803739,0.1148459383753501,0.0766355140186915,0.0476190476190476,0.0317757009345794,0.0140056022408963,0.0093457943925233,0.7647058823529411,0.1925133689839572,0.0133689839572192,0.0294117647058823,0.5218978102189781,0.1313868613138686,0.0091240875912408,0.0200729927007299,2164,0.32,2406,0.36,883,0.13,7949
78,DCPS,316,Randle Highlands Elementary School,PK3-5th,329.0,48.55,3.0,450.0,121.0,38.87009174,-76.96435628,Cluster 34,Ward 7,Elementary,325.0,20.98,2.0,450.0,125.0,272.0,178.0,58.0,5.0,5.0,266.0,181.0,38.0,5.0,0.0,8240200.023307885,3650.0,4018149.0,3047845.0,0.7311111111111112,0.7222222222222222,246.0,224.0,0.7235772357723578,0.541033434650456,0.2357723577235772,0.1762917933130699,0.0203252032520325,0.0151975683890577,0.0203252032520325,0.0151975683890577,0.8080357142857143,0.1696428571428571,0.0223214285714285,0.0,0.556923076923077,0.1169230769230769,0.0153846153846153,0.0,47,0.02,1682,0.56,483,0.16,1786
79,DCPS,302,Raymond Education Campus,PK3-8th,558.0,62.46,4.0,649.0,91.0,38.93581121,-77.02643266,Cluster 18,Ward 4,Education Campus/Multi,589.0,59.12,3.0,649.0,60.0,505.0,285.0,134.0,36.0,17.0,541.0,322.0,148.0,37.0,5.0,14955645.849658364,5850.0,7576612.0,4800454.0,0.8597842835130971,0.9075500770416024,472.0,512.0,0.6038135593220338,0.510752688172043,0.2838983050847458,0.2401433691756272,0.0762711864406779,0.064516129032258,0.0360169491525423,0.0304659498207885,0.62890625,0.2890625,0.072265625,0.009765625,0.5466893039049237,0.2512733446519524,0.0628183361629881,0.0084889643463497,2164,0.32,2406,0.36,883,0.13,7949
80,DCPS,304,River Terrace Education Campus,SPED,131.0,,,160.0,29.0,38.8952415,-76.95896387,Cluster 32,Ward 7,SPED,137.0,,,160.0,23.0,72.0,24.0,13.0,12.0,17.0,76.0,52.0,10.0,5.0,5.0,7412681.958022103,1080.0,4068472.0,1389835.0,0.81875,0.85625,66.0,72.0,0.3636363636363636,0.183206106870229,0.1969696969696969,0.099236641221374,0.1818181818181818,0.0916030534351145,0.2575757575757575,0.1297709923664122,0.7222222222222222,0.1388888888888889,0.0694444444444444,0.0694444444444444,0.3795620437956204,0.072992700729927,0.0364963503649635,0.0364963503649635,85,0.03,1798,0.6,508,0.17,1622
81,DCPS,436,Ron Brown College Preparatory High School,9th-11th,261.0,15.1,1.0,600.0,339.0,38.90656271,-76.93270478,Cluster 31,Ward 7,High,209.0,29.57,2.0,600.0,391.0,275.0,23.0,44.0,71.0,134.0,213.0,33.0,42.0,56.0,80.0,,,,,0.435,0.3483333333333333,272.0,211.0,0.0845588235294117,0.0881226053639846,0.1617647058823529,0.1685823754789272,0.2610294117647059,0.2720306513409962,0.4926470588235294,0.5134099616858238,0.1563981042654028,0.1990521327014218,0.2654028436018957,0.3791469194312796,0.1578947368421052,0.200956937799043,0.2679425837320574,0.3827751196172249,71,0.02,2089,0.61,612,0.18,3518
82,DCPS,459,Roosevelt High School,9th-12th,645.0,12.69,1.0,,,38.94302943,-77.02919685,Cluster 18,Ward 4,High,698.0,10.62,1.0,,,697.0,67.0,82.0,138.0,400.0,725.0,92.0,82.0,139.0,392.0,15648414.002407856,5140.0,9117002.0,4374306.0,,,687.0,705.0,0.0975254730713246,0.103875968992248,0.1193595342066957,0.1271317829457364,0.2008733624454148,0.213953488372093,0.5822416302765647,0.6201550387596899,0.1304964539007092,0.1163120567375886,0.1971631205673759,0.5560283687943263,0.1318051575931232,0.1174785100286533,0.1991404011461318,0.5616045845272206,2164,0.32,2406,0.36,883,0.13,7949
83,DCPS,456,Roosevelt STAY,Adult,648.0,17.06,1.0,,,38.94302943,-77.02919685,Cluster 18,Ward 4,,515.0,21.15,2.0,,,189.0,10.0,15.0,11.0,145.0,186.0,12.0,11.0,16.0,146.0,6611194.0,6550.0,3811013.0,3275558.0,,,181.0,185.0,0.0552486187845303,0.015432098765432,0.0828729281767955,0.0231481481481481,0.0607734806629834,0.0169753086419753,0.8011049723756906,0.2237654320987654,0.0648648648648648,0.0594594594594594,0.0864864864864864,0.7891891891891892,0.0233009708737864,0.0213592233009708,0.0310679611650485,0.283495145631068,2164,0.32,2406,0.36,883,0.13,7949
84,DCPS,305,Ross Elementary School,PK3-5th,190.0,70.25,4.0,176.0,0.0,38.91239115,-77.03966214,Cluster 6,Ward 2,Elementary,174.0,72.96,4.0,176.0,2.0,166.0,94.0,12.0,5.0,5.0,149.0,94.0,23.0,5.0,0.0,4238364.399592927,1700.0,2103681.0,1883594.0,1.0795454545454546,0.9886363636363636,116.0,122.0,0.8103448275862069,0.4947368421052631,0.1034482758620689,0.0631578947368421,0.043103448275862,0.0263157894736842,0.043103448275862,0.0263157894736842,0.7704918032786885,0.1885245901639344,0.040983606557377,0.0,0.5402298850574713,0.132183908045977,0.028735632183908,0.0,64,0.21,22,0.07,18,0.06,174
85,DCPS,307,Savoy Elementary School,PK3-5th,271.0,40.12,3.0,430.0,159.0,38.86285199,-76.99360426,Cluster 37,Ward 8,Elementary,267.0,29.16,2.0,430.0,163.0,242.0,38.0,67.0,100.0,35.0,252.0,55.0,59.0,54.0,27.0,9272923.973847048,4070.0,4404639.0,3102981.0,0.6302325581395349,0.6209302325581395,240.0,195.0,0.1583333333333333,0.1402214022140221,0.2791666666666667,0.2472324723247232,0.4166666666666667,0.3690036900369003,0.1458333333333333,0.1291512915129151,0.282051282051282,0.3025641025641025,0.2769230769230769,0.1384615384615384,0.2059925093632958,0.2209737827715356,0.2022471910112359,0.1011235955056179,17,0.01,1716,0.68,446,0.17,3864
86,DCPS,409,School Without Walls @ Francis-Stevens,PK3-8th,472.0,58.04,3.0,513.0,41.0,38.9074695,-77.052321,Cluster 5,Ward 2,Education Campus/Multi,473.0,58.29,3.0,513.0,40.0,414.0,235.0,65.0,18.0,5.0,406.0,222.0,67.0,32.0,5.0,,,5468798.0,3978849.0,0.9200779727095516,0.9220272904483432,323.0,326.0,0.7275541795665634,0.4978813559322034,0.2012383900928792,0.1377118644067796,0.0557275541795665,0.0381355932203389,0.0154798761609907,0.010593220338983,0.6809815950920245,0.205521472392638,0.0981595092024539,0.0153374233128834,0.4693446088794926,0.1416490486257928,0.0676532769556025,0.0105708245243128,11,0.09,19,0.16,N<10,N<10,1421
87,DCPS,466,School Without Walls High School,9th-12th,592.0,97.9,5.0,520.0,0.0,38.89812412,-77.04818647,Cluster 5,Ward 2,High,592.0,98.56,5.0,520.0,0.0,590.0,396.0,34.0,5.0,0.0,595.0,336.0,41.0,10.0,5.0,11513258.0031555,4390.0,5267593.0,3742090.0,1.1384615384615384,1.1384615384615384,435.0,392.0,0.9103448275862068,0.668918918918919,0.0781609195402298,0.0574324324324324,0.0114942528735632,0.0084459459459459,0.0,0.0,0.8571428571428571,0.1045918367346938,0.0255102040816326,0.0127551020408163,0.5675675675675675,0.0692567567567567,0.0168918918918918,0.0084459459459459,11,0.09,19,0.16,N<10,N<10,1421
88,DCPS,175,School-Within-School @ Goding,PK3-5th,313.0,88.26,5.0,444.0,131.0,38.89756498,-76.99318304,Cluster 25,Ward 6,Elementary,308.0,88.55,5.0,444.0,136.0,237.0,145.0,21.0,5.0,5.0,239.0,166.0,20.0,5.0,0.0,10592800.003832811,5880.0,3815456.0,2674740.0,0.704954954954955,0.6936936936936937,176.0,191.0,0.8238636363636364,0.463258785942492,0.1193181818181818,0.0670926517571885,0.0284090909090909,0.0159744408945686,0.0284090909090909,0.0159744408945686,0.8691099476439791,0.1047120418848167,0.0261780104712041,0.0,0.538961038961039,0.0649350649350649,0.0162337662337662,0.0,75,0.02,1009,0.33,387,0.13,4903
89,DCPS,309,Seaton Elementary School,PK3-5th,390.0,70.59,4.0,446.0,56.0,38.9106187,-77.02488247,Cluster 7,Ward 6,Elementary,371.0,46.54,3.0,446.0,75.0,309.0,168.0,70.0,31.0,5.0,289.0,161.0,42.0,13.0,5.0,6594699.998946,2910.0,4870841.0,3070682.0,0.874439461883408,0.8318385650224215,274.0,221.0,0.6131386861313869,0.4307692307692308,0.2554744525547445,0.1794871794871795,0.1131386861313868,0.0794871794871794,0.0182481751824817,0.0128205128205128,0.7285067873303167,0.1900452488687782,0.0588235294117647,0.0226244343891402,0.4339622641509434,0.1132075471698113,0.0350404312668463,0.013477088948787,396,0.25,716,0.47,221,0.14,1903
90,DCPS,313,Shepherd Elementary School,PK3-5th,379.0,76.61,4.0,400.0,21.0,38.98460328,-77.03399523,Cluster 16,Ward 4,Elementary,364.0,67.39,4.0,400.0,36.0,324.0,200.0,27.0,12.0,5.0,311.0,201.0,28.0,5.0,5.0,9881305.739102311,3260.0,3653973.0,3137322.0,0.9475,0.91,244.0,239.0,0.819672131147541,0.5277044854881267,0.110655737704918,0.0712401055408971,0.0491803278688524,0.0316622691292876,0.0204918032786885,0.0131926121372031,0.8410041841004184,0.1171548117154811,0.0209205020920502,0.0209205020920502,0.5521978021978022,0.0769230769230769,0.0137362637362637,0.0137362637362637,47,0.09,61,0.12,57,0.11,364
91,DCPS,315,Simon Elementary School,PK3-5th,241.0,17.9,1.0,325.0,84.0,38.83598054,-77.000195,Cluster 39,Ward 8,Elementary,274.0,40.12,3.0,325.0,51.0,233.0,69.0,69.0,65.0,25.0,271.0,123.0,65.0,49.0,18.0,6518293.62981491,3260.0,3441958.0,2448959.0,0.7415384615384616,0.8430769230769231,228.0,255.0,0.3026315789473684,0.2863070539419087,0.3026315789473684,0.2863070539419087,0.2850877192982456,0.2697095435684647,0.1096491228070175,0.1037344398340249,0.4823529411764706,0.2549019607843137,0.192156862745098,0.0705882352941176,0.4489051094890511,0.2372262773722627,0.1788321167883211,0.0656934306569343,66,0.01,5609,0.68,1443,0.17,9122
92,DCPS,322,Smothers Elementary School,PK3-5th,249.0,16.27,1.0,337.0,88.0,38.89355404,-76.93846864,Cluster 30,Ward 7,Elementary,252.0,25.48,2.0,337.0,85.0,205.0,68.0,68.0,37.0,23.0,209.0,74.0,59.0,56.0,5.0,6833348.451564059,3070.0,3842604.0,2580078.0,0.7388724035608308,0.7477744807121661,196.0,194.0,0.3469387755102041,0.2730923694779116,0.3469387755102041,0.2730923694779116,0.1887755102040816,0.1485943775100401,0.1173469387755102,0.0923694779116465,0.3814432989690721,0.3041237113402061,0.2886597938144329,0.0257731958762886,0.2936507936507936,0.2341269841269841,0.2222222222222222,0.0198412698412698,66,0.03,1179,0.57,328,0.16,1944
93,DCPS,427,Sousa Middle School,6th-8th,242.0,32.45,2.0,790.0,548.0,38.88389441,-76.95315884,Cluster 32,Ward 7,Middle,228.0,12.33,1.0,790.0,562.0,262.0,61.0,76.0,81.0,40.0,270.0,61.0,80.0,80.0,38.0,7542783.996592281,2860.0,3473232.0,2143200.0,0.3063291139240506,0.2886075949367088,258.0,259.0,0.2364341085271318,0.2520661157024793,0.2945736434108527,0.3140495867768595,0.313953488372093,0.3347107438016529,0.1550387596899224,0.1652892561983471,0.2355212355212355,0.3088803088803089,0.3088803088803089,0.1467181467181467,0.2675438596491228,0.3508771929824561,0.3508771929824561,0.1666666666666666,85,0.03,1798,0.6,508,0.17,1622
94,DCPS,319,Stanton Elementary School,PK3-5th,473.0,38.76,2.0,586.0,113.0,38.85927211,-76.96849023,Cluster 36,Ward 8,Elementary,493.0,20.72,2.0,586.0,93.0,424.0,131.0,112.0,97.0,67.0,436.0,195.0,111.0,81.0,13.0,7054282.354777401,2600.0,5496878.0,4241257.0,0.8071672354948806,0.841296928327645,407.0,400.0,0.3218673218673218,0.2769556025369979,0.2751842751842752,0.2367864693446088,0.2383292383292383,0.2050739957716701,0.1646191646191646,0.1416490486257928,0.4875,0.2775,0.2025,0.0325,0.3955375253549695,0.2251521298174442,0.1643002028397566,0.0263691683569979,10,0,1602,0.74,416,0.19,1321
95,DCPS,321,Stoddert Elementary School,PK4-5th,463.0,77.85,4.0,489.0,26.0,38.92304465,-77.0790738,Cluster 14,Ward 3,Elementary,438.0,78.95,4.0,489.0,51.0,466.0,288.0,44.0,5.0,5.0,452.0,281.0,37.0,5.0,0.0,11507278.542209726,5390.0,4333567.0,3653883.0,0.9468302658486708,0.8957055214723927,342.0,323.0,0.8421052631578947,0.6220302375809935,0.1286549707602339,0.0950323974082073,0.0146198830409356,0.0107991360691144,0.0146198830409356,0.0107991360691144,0.8699690402476781,0.1145510835913312,0.0154798761609907,0.0,0.6415525114155252,0.0844748858447488,0.0114155251141552,0.0,171,0.17,68,0.07,60,0.06,438
96,DCPS,428,Stuart-Hobson Middle School (Capitol Hill Cluster),6th-8th,454.0,61.01,4.0,450.0,0.0,38.8962977,-77.00000438,Cluster 25,Ward 6,Middle,422.0,53.53,3.0,450.0,28.0,461.0,251.0,102.0,38.0,11.0,432.0,246.0,107.0,38.0,5.0,8509627.202548783,4200.0,4424768.0,3327176.0,1.008888888888889,0.9377777777777778,402.0,396.0,0.6243781094527363,0.552863436123348,0.2537313432835821,0.224669603524229,0.0945273631840796,0.0837004405286343,0.0273631840796019,0.0242290748898678,0.6212121212121212,0.2702020202020202,0.0959595959595959,0.0126262626262626,0.5829383886255924,0.2535545023696682,0.0900473933649289,0.0118483412322274,75,0.02,1009,0.33,387,0.13,4903
97,DCPS,428,Stuart-Hobson Middle School (Capitol Hill Cluster),6th-8th,454.0,61.01,4.0,450.0,0.0,38.8962977,-77.00000438,Cluster 25,Ward 6,Middle,422.0,53.53,3.0,450.0,28.0,461.0,251.0,102.0,38.0,11.0,432.0,246.0,107.0,38.0,5.0,8899894.004962325,4270.0,4424768.0,3327176.0,1.008888888888889,0.9377777777777778,402.0,396.0,0.6243781094527363,0.552863436123348,0.2537313432835821,0.224669603524229,0.0945273631840796,0.0837004405286343,0.0273631840796019,0.0242290748898678,0.6212121212121212,0.2702020202020202,0.0959595959595959,0.0126262626262626,0.5829383886255924,0.2535545023696682,0.0900473933649289,0.0118483412322274,75,0.02,1009,0.33,387,0.13,4903
98,DCPS,324,Takoma Education Campus,PK3-8th,508.0,44.94,3.0,450.0,0.0,38.97504287,-77.02279493,Cluster 17,Ward 4,Education Campus/Multi,473.0,30.48,2.0,450.0,0.0,471.0,300.0,46.0,31.0,12.0,431.0,245.0,27.0,14.0,13.0,12146247.3881636,4780.0,6192923.0,3738438.0,1.1288888888888888,1.051111111111111,389.0,299.0,0.7712082262210797,0.5905511811023622,0.1182519280205655,0.0905511811023622,0.0796915167095115,0.0610236220472441,0.0308483290488431,0.0236220472440944,0.8193979933110368,0.0903010033444816,0.0468227424749163,0.0434782608695652,0.5179704016913319,0.0570824524312896,0.0295983086680761,0.0274841437632135,1531,0.37,1470,0.36,503,0.12,4456
99,DCPS,325,Thomas Elementary School,PK3-5th,355.0,32.56,2.0,474.0,119.0,38.90127897,-76.95211091,Cluster 30,Ward 7,Elementary,384.0,19.94,1.0,474.0,90.0,321.0,76.0,92.0,85.0,57.0,345.0,96.0,116.0,89.0,34.0,10279368.993482608,4240.0,5378993.0,3496336.0,0.7489451476793249,0.810126582278481,310.0,335.0,0.2451612903225806,0.2140845070422535,0.2967741935483871,0.2591549295774648,0.2741935483870967,0.2394366197183098,0.1838709677419354,0.1605633802816901,0.2865671641791045,0.3462686567164179,0.2656716417910448,0.1014925373134328,0.25,0.3020833333333333,0.2317708333333333,0.0885416666666666,66,0.03,1179,0.57,328,0.16,1944
100,DCPS,326,Thomson Elementary School,PK3-5th,331.0,61.03,4.0,357.0,26.0,38.90349634,-77.02843003,Cluster 8,Ward 2,Elementary,308.0,43.67,3.0,357.0,49.0,263.0,163.0,26.0,5.0,5.0,248.0,147.0,30.0,5.0,5.0,8148758.004811794,2730.0,3916753.0,2675179.0,0.927170868347339,0.8627450980392157,199.0,187.0,0.8190954773869347,0.4924471299093655,0.1306532663316583,0.0785498489425981,0.0251256281407035,0.0151057401812688,0.0251256281407035,0.0151057401812688,0.786096256684492,0.160427807486631,0.0267379679144385,0.0267379679144385,0.4772727272727273,0.0974025974025974,0.0162337662337662,0.0162337662337662,113,0.1,657,0.56,201,0.17,1339
101,DCPS,327,Truesdell Education Campus,PK3-8th,609.0,65.31,4.0,775.0,166.0,38.95396869,-77.02507158,Cluster 18,Ward 4,Education Campus/Multi,698.0,56.88,3.0,775.0,77.0,559.0,270.0,131.0,70.0,26.0,642.0,273.0,187.0,124.0,30.0,15127507.995,5700.0,7775938.0,4661719.0,0.7858064516129032,0.9006451612903226,497.0,614.0,0.5432595573440644,0.4433497536945813,0.2635814889336016,0.2151067323481116,0.1408450704225352,0.1149425287356321,0.0523138832997987,0.0426929392446633,0.4446254071661237,0.3045602605863192,0.2019543973941368,0.0488599348534201,0.3911174785100286,0.2679083094555874,0.1776504297994269,0.0429799426934097,2164,0.32,2406,0.36,883,0.13,7949
102,DCPS,328,Tubman Elementary School,PK3-5th,548.0,37.26,2.0,629.0,81.0,38.92919857,-77.0294433,Cluster 2,Ward 1,Elementary,535.0,63.62,4.0,629.0,94.0,526.0,264.0,108.0,60.0,22.0,501.0,264.0,101.0,55.0,20.0,13018436.59853299,5010.0,7060475.0,4356476.0,0.8712241653418124,0.8505564387917329,454.0,440.0,0.5814977973568282,0.4817518248175182,0.237885462555066,0.1970802919708029,0.13215859030837,0.1094890510948905,0.0484581497797356,0.0401459854014598,0.6,0.2295454545454545,0.125,0.0454545454545454,0.4934579439252336,0.1887850467289719,0.102803738317757,0.0373831775700934,2276,0.37,2467,0.42,889,0.14,8171
103,DCPS,329,Turner Elementary School,PK3-5th,497.0,32.42,2.0,530.0,33.0,38.84763644,-76.98031323,Cluster 38,Ward 8,Elementary,463.0,45.33,3.0,530.0,67.0,440.0,72.0,100.0,153.0,108.0,426.0,88.0,104.0,144.0,80.0,10397480.109674908,4210.0,5712171.0,3893633.0,0.9377358490566038,0.8735849056603774,433.0,416.0,0.1662817551963048,0.1448692152917505,0.23094688221709,0.2012072434607646,0.3533487297921478,0.3078470824949698,0.2494226327944572,0.2173038229376257,0.2115384615384615,0.25,0.3461538461538461,0.1923076923076923,0.1900647948164147,0.2246220302375809,0.3110151187904967,0.1727861771058315,40,0.01,2566,0.68,680,0.17,1155
104,DCPS,330,Tyler Elementary School,PK3-5th,512.0,75.33,4.0,564.0,52.0,38.88108436,-76.99204166,Cluster 26,Ward 6,Elementary,525.0,47.07,3.0,564.0,39.0,403.0,244.0,85.0,11.0,5.0,414.0,259.0,69.0,29.0,5.0,12642060.536200613,5380.0,6274522.0,4421227.0,0.9078014184397164,0.9308510638297872,345.0,362.0,0.7072463768115942,0.4765625,0.2463768115942029,0.166015625,0.0318840579710144,0.021484375,0.0144927536231884,0.009765625,0.7154696132596685,0.1906077348066298,0.080110497237569,0.0138121546961325,0.4933333333333333,0.1314285714285714,0.0552380952380952,0.0095238095238095,73,0.03,672,0.26,269,0.1,3988
105,DCPS,331,Van Ness Elementary School,PK3-3rd,270.0,67.39,4.0,347.0,77.0,38.87679645,-76.999244,Cluster 27,Ward 6,Elementary,215.0,,,347.0,132.0,208.0,125.0,31.0,22.0,5.0,143.0,84.0,20.0,13.0,5.0,3598418.534901091,1100.0,1947151.0,1689264.0,0.7780979827089337,0.6195965417867435,183.0,122.0,0.6830601092896175,0.4629629629629629,0.1693989071038251,0.1148148148148148,0.1202185792349726,0.0814814814814814,0.0273224043715847,0.0185185185185185,0.6885245901639344,0.1639344262295081,0.1065573770491803,0.040983606557377,0.3906976744186046,0.0930232558139534,0.0604651162790697,0.0232558139534883,N<10,N<10,119,0.36,51,0.15,649
106,DCPS,332,Walker-Jones Education Campus,PK3-8th,384.0,27.18,2.0,700.0,316.0,38.90419198,-77.01391569,Cluster 8,Ward 6,Education Campus/Multi,435.0,50.92,3.0,700.0,265.0,379.0,130.0,93.0,91.0,50.0,385.0,119.0,127.0,81.0,42.0,12359678.00029914,4840.0,6139523.0,3758298.0,0.5485714285714286,0.6214285714285714,364.0,369.0,0.3571428571428571,0.3385416666666667,0.2554945054945055,0.2421875,0.25,0.2369791666666666,0.1373626373626373,0.1302083333333333,0.3224932249322493,0.3441734417344173,0.2195121951219512,0.1138211382113821,0.2735632183908046,0.2919540229885057,0.1862068965517241,0.096551724137931,113,0.1,657,0.56,201,0.17,1339
107,DCPS,474,Washington Metropolitan High School,9th-12th,136.0,12.9,1.0,,,38.92043047,-77.01558101,Cluster 3,Ward 1,High,195.0,24.88,2.0,,,150.0,5.0,5.0,5.0,130.0,199.0,5.0,5.0,5.0,181.0,7133322.0022365,2510.0,3599053.0,2721974.0,,,145.0,196.0,0.0344827586206896,0.0367647058823529,0.0344827586206896,0.0367647058823529,0.0344827586206896,0.0367647058823529,0.896551724137931,0.9558823529411764,0.0255102040816326,0.0255102040816326,0.0255102040816326,0.923469387755102,0.0256410256410256,0.0256410256410256,0.0256410256410256,0.9282051282051282,88,0.15,227,0.41,80,0.14,1305
108,DCPS,947,CHOICE Academy @ Washington Metropolitan HS,Alternative,1.0,,,,,38.92043047,-77.01558101,Cluster 3,Ward 1,,1.0,,,,,5.0,5.0,5.0,5.0,5.0,68.0,24.0,19.0,13.0,5.0,1999900.0,1000.0,1045389.0,823617.0,,,20.0,61.0,0.25,5.0,0.25,5.0,0.25,5.0,0.25,5.0,0.3934426229508196,0.3114754098360656,0.2131147540983606,0.081967213114754,24.0,19.0,13.0,5.0,88,0.15,227,0.41,80,0.14,1305
109,DCPS,333,Watkins Elementary School (Capitol Hill Cluster),1st-5th,444.0,69.95,4.0,460.0,16.0,38.88346701,-76.98999677,Cluster 26,Ward 6,Elementary,428.0,73.94,4.0,460.0,32.0,456.0,332.0,57.0,5.0,5.0,442.0,311.0,74.0,5.0,0.0,9217560.602206582,4820.0,4378341.0,3287838.0,0.9652173913043478,0.9304347826086956,399.0,390.0,0.8320802005012531,0.7477477477477478,0.1428571428571428,0.1283783783783783,0.012531328320802,0.0112612612612612,0.012531328320802,0.0112612612612612,0.7974358974358975,0.1897435897435897,0.0128205128205128,0.0,0.7266355140186916,0.1728971962616822,0.0116822429906542,0.0,73,0.03,672,0.26,269,0.1,3988
